sentiment,review_body,product_category
0,I've been adoring this online and while in store i happened upon this blouse and tried it on. the material was sturdy and the beading oh-so lovely  but on my frame it looked terrible. (i normally wear size m/10 in retailer clothes). as another reviewer mentioned  this blouse has rather puffy sleeves which aren't evident in the photo of the model. as well  i also didn't love the collar  which doesn't quite lay flat. if i were to buy this i would have to wait for it to go on sale and then get the po,Blouses
0,Just a warning. i am always a 6 or 8 and even the 8 was so tight in the waist i could barely out this on. if you don't have a super tiny upper waist  this won't fit well. too bad  because it's super cute  if a bit sheer.,Blouses
0,"This tunic is simple and well made. it was not as long as on the model as on me but i am 5'-9"".",Blouses
0,Beautiful top  the silk was good quality  not thin. ordered a 6 because it was selling out so quickly  wished i could have ordered the 4. will definitely try if they come back in stock.,Blouses
1,This blouse combines two things i love - swing tops and bows. just received this and am very pleased. the blue version is very pretty. i recently purchased another top by the same brand and ordered a 6. for this  i ordered a small and am glad i did. i would suggest ordering your regular size (the top is fitted  the bottom is very fluid).,Blouses
1,I'm an xl in retailer tops  and to be frank sometimes some of the xl are too fitted and i return them. i bought this blouse in size large and it fits loose everywhere. it drapes very nicely in the front and back  and the arms fit loose. i'm making a point to say this to let people know to size down.   -  i was concerned this blouse might be too short because it looks very short on the model  but for me it hits at a nice length; i have a short waist and am busty. the lace doesn't hit my neck,Blouses
1,I tried this top on with a pair of white shorts  half tucked  and it looked really classy and nice. the fit was loose but flattering  it is a tiny bit sheer  but i was wearing a magenta bra  so perhaps i am biased. overall  i think this is a good basic addition  to a summer wardrobe  can be worn with a nice skirt  or with jeans as shown here. the 0 (or xs  can't remember) fit me at 115 lbs  with 30dd chest.,Blouses
1,I bought this top because i loved the floral print. i had no idea i was getting a top notch quality top. i love the flow of the bottom and the zipper in the back is so classy. it has a lining and the coolest thing about it is the snaps that protect your bra from showing. love love love this top!!,Blouses
1,Love this top  flattering on my post baby body. its feminine and soft,Blouses
1,"Got this in the ""dark blue"" wash; there is significantly less color variation than pictured online; it's a medium wash  and incredibly soft. i typically wear m or l in this brand due to very broad shoulders and muscular biceps: if you have a similar frame and you typically wear one of two sizes  go with your larger size.  this feels incredibly silky. it's lightweight  so it can be worn (almost) year-round and will layer well over say  a tissue-style turtleneck in the winter. it's longer in the b",Blouses
1,This blouse is so pretty. i love the long tie. the pattern is very unique. it is a thin  light weight fabric so you can easily wear it underneath a leather jacket.,Blouses
1,"I love this top!! i got lucky and found it returned at a store (always always check the ""found and collected racks ladies!) it was a 6 and i was a little worried it would be much to large  but it fit great! i like that i can wear something under it or on its own. i didn't fit it too short  but i'm a little under 5'7"" and roughly 127 lbs  32/34a. highly recommend!",Blouses
1,I love this top! nice lightweight material but not too sheer. runs a little big and may be slightly too boxy for some people; for me it was perfect.,Blouses
-1,I wanted to love this dress  it looks beautiful on the model but it isn't the flattering  even on sale i am not sure if it would be worth it  it it runs pretty big.,Dresses
-1,"I was so excited for this dress to arrive  but when it did  it was a major disappointment. there is no lining on the skirt portion of the dress leaving it sheer. also  the top part along the chest puckered in a weird unflattering way. the colors were beautiful  but not enough to to make up for the other design flaws. i am 5'6"" 140lb and the small fit tts. will be sending it back",Dresses
-1,Dress is pretty  i was disappointed by the slip which is too small like previous customer. i am an inch taller than the model and i feel more comfortable it being a tunic with leggings. nice but not nice enough to keep  i am returning. :(,Dresses
-1,This dress ran large--maybe because the pleats made this dress too roomy. the dress hung on my right shoulder but the dress did not hold up at all on the left side of my body  maybe because i have a short torso/petite frame. i loved the yellow color for summer--it would have made for a nice dress to wear for a wedding. unfortunately  i had to return it.,Dresses
-1,"Alas  i so wanted to love this. the photos of the models wearing it look gorgeous -- flowy  drapey  ultimate grecian goddess. but it just doesn't work unless you're super-skinny. too much material. almost bulky; strange looking. the print is so beautiful -- i love the pink floral  and i love the whole idea of the dress. but it just doesn't work. have to send it back.     (i'm 5'6""  135 pounds  38-30-38  and i ordered a 10.)",Dresses
-1,"Like other reviewers  i saw this dress on the cover of the catalog and knew i had to have it! well  i am very disappointed. the colors aren't as rich as the outdoor photo  although they're brighter than shown in the studio photos. this is just not a flattering dress. i've put it on three times and taken it back off. the neck is too high  the sleeves are too narrow (and i have really skinny arms)  and there's no ""swing"" to it. i am 5'4"" and weigh 120 pounds and bought a size small  which is what",Dresses
-1,This romper fit like a dream!  it is gorgeous  unique  and sexy. i am rating this 2 stars because it took me 20 minutes to try it on!  there is no zipper and the only way to get it on and off is by buttoning and unbuttoning the small buttons on the top. nobody's got time for that!!!!  i wanted so desperately to wear it to my friend's 40th birthday party. but i imagined myself spending half the night in the restroom trying to get this romper on and off. no thank you!  i considered buying the romp,Dresses
-1,I was so excited to get this dress...i even paid expedited shipping! i read the reviews and thought that i ordered properly but i sadly disappointed. it was just too big. i'm a size 6-8 petite and the size 8 was overwhelming. the side of the dress were down to my stomach and i just can't wear the dress. not sure what to do but buyers be careful. pretty color and design but not well-designed.,Dresses
-1,I was so sad not to love this dress. it is beautiful  but is so unflattering on. there is a lot of material under the arms and it gathers up due to the smocking. so  it just made me look incredibly frumpy. i don't really think a petite would have helped - the gathers just bunch a bit and so rather than hang  the dress sort of clumps. i am lean but broad shouldered and maybe that is the problem  but i was super disappointed. narrow shouldered people with long torsos could pull this off. it is a t,Dresses
0,I tried this on in the store - i tried regular medium which was way too big except in the chest where it was really tight. the material was a little itchy on me (but maybe its because the chest was tight). the color is lovely (pink). im sure someone will love it but if you are petite  i would order the petite and maybe size up if you are busty.,Dresses
0,The dress is precious and looks good on all body types. however  the bust is extremely tight. i had to go up a dress size just to fit in the chest area.,Dresses
0,I have to agree with people who are saying this dress runs small in the hips. even a size 0 is typically roomy on me when it comes to dresses at retailer  but a size 4 in this would have been best on my hips. the size 2 was just a smidge too tight looking and loose on the upper half of my body  which made my waist look thicker than it is  i thought. my boyfriend disagreed and thought it looked nice  but i still didn't buy because my life would not give me many opportunities to wear this thing anyw,Dresses
0,The lower part of dress bunches where buttons are  so the dress doesn't look flushed from top to bottom. i ended up returning it.,Dresses
0,I just got this dress in the mail and tried it on. i loved it the fit was perfect tts  and it is very soft and comfortable. however  it appears that the black striped area has bled onto the off white portion and there are stripes of gray across the chest and blotches on the sides of the dress. i am sending it back and ordering another and hoping for the best. i am very concerned that when it is cleaned it will bleed again. i love the dress so much i am willing to risk it  but i am doubtful. so b,Dresses
0,I wanted to love this dress because the fit is so flattering and the color is so great however i could not get the button along my bust to lay flat. normally this can happen if the fit is too tight around the bust but i promise there was still plenty of room. the fabric just bent in a way that left a gaping hole at my bust. unfortunately it's going to have to go back.,Dresses
0,I loved the blue brocade since it's a little unusual  paired with a top that brings an otherwise formal fabric into something you could wear out to dinner  plus a little pop of extra color from the ribbon! my biggest fear ordering online was that the top would look cheap - fortunately it doesn't. the top of the dress was fitted (i wore my usual size). what i didn't expect  though  is the skirt is really poofs out a lot below the ribbon  which runs just below the bust. the photo online shows a li,Dresses
0,Comfortable and soft material  cute design and nice longer length..however  i'm long waisted and this looked ridiculous on my me  elastic came up right under my bra and not at my waist. would be cute for someone shorter.,Dresses
0,I fell in love with this dress the instant i saw it. but was disappointed when i received it. first was the color. i chose the green and it wasn't what i thought. it was a very unnatural shade of artificial grass. when my husband saw it in the package he thought i had ordered a cheap grass hula skirt. the color was that bad. the fit was the next problem. this dress would have fit nicely if they had just added a side zip and made the top more fitted. the top was loose and that added to the flowy,Dresses
1,This dress is perfect for me (i'm very bohemian/rocker vs prim  & flowy vs structured). it will be in regular rotation for years. it's slim through the shoulders and arms  and flowing everywhere else. love the pockets. the fabric is light  but i love in so cal  so it's great. i'm wearing it right now with gray skinnies  heeled clogs  and a scarf. i'll also wear it all summer as a dress. so perfect. i'm 5'4  140lb  34b  and the 8 fits perfectly.,Dresses
1,"I normally wear a size 2 so i ordered a small and an small petite  i will be keeping the small because the small petite looks like a shirt on me  my height is 5'4"". it runs very big underneath the arms as well. the design is so unique i will be keeping it.",Dresses
1,"I liked the look of this dress online  so i called my local store and had them hold it in a small and medium because of the reviews. i am a 34dd  and had no issues with the bust on the small dress. it's a pretty  feminine dress and i'm glad they had the 20% off sale when i decided to buy it. the reason i'm writing a review is because the dress here is not the same as the dress in the store. the dress in the store is pictured in the ""get the look"" photo. the dress in the store has cap sleeves  wh",Dresses
1,"Call my corny but this dress inspires me to run barefoot through the lavender fields in provence.  the flowy layers and dreamy prints are mesmerizing.  fit is ideal for my body type as long as you size down.  i had no weird sagging  bagging or poofiness.  and i love the macrame belt!  i tied it offset to the side but the dress looks good unbelted too.  i purchased the small petite.     my stats for fit reference:  5'3"" tall  140#  36dd  28"" waist  35"" hips  wide rib cage  size m/l tops  size s/m",Dresses
1,I noticed some reviewers didn't like the loose shape of the dress. it is indeed a dress with a looser silhouette than most! but that's what makes it unique and expensive looking! i loved the extra material in the dress  especially in the back  it flowed gracefully and beautifully. i can imagine wearing this dress for many occasions and feeling instantly chic with minimal effort! :) it was also very figure flattering! i ordered the size l and it was a perfect knee length  so i would say this dres,Dresses
1,I saw this and was hoping to try it so i went to the closest retailer.. the design of this dress is fantastic but if you have curvy hips this is going to cause you problems. i am 32c-24-35... i have a definite curve between my waist and hips and it totally interfered with the line of the dress. i think if you are straighter between your waist and hips or you are long waisted then this lovely dress is for you. the waist line was simply too long. i needed the dress to flare out higher. the to,Dresses
1,This dress is a nice twist on a luncheon/work dress. can pair with blazer or sweater  and it looks really cute with hair styled up - almost throwback.    zipper sometimes gets a little caught on the lace top  but overall i'm really happy with this dress!,Dresses
1,I've been looking for the right red dress for a while and this one is a winner! flattering fit  comfy quality fabric...makes me feel great even right after having a baby. fits tts and i can't wait to rock this beauty!,Dresses
1,Walked into the store and the first thing that caught my eye was this dress. great pattern and fabric  a quality  versatile piece. i am a size 4 and purchased an xs petite  seems to run just a tad big.,Dresses
-1,So sad becuase i like the design. i would not recomend the lack to anyone that does not live and work and shop in a completely immaculate environment. i wore this to work the day after purchasing and within three hours i honestly looked like i had slept in this sweater for three monthe straight. i had to take the sweater off and work in a t-shirt.   the marigold color may be better than the black abut showing lint but something intrinsic to the fabric really attracts lint like nothing i have eve,Fine gauge
-1,I wanted to love this. however  the fit was funky and the colors were muted. this is definitely something you must try on in the store. too risky to buy online due to weird fit.,Fine gauge
-1,This was so boxy and unflattering. i loved the lining and the fabric was very soft but it looked like i was wearing a bag. was hoping to use this as a cute top layer for dresses but it was a terrible fit. sizing down would not help this one. went back!,Fine gauge
-1,This is not even a dolman style sweater because it's loose fitting everywhere around the arm. the point of a dolman sweater is that the sleeves are fitted around the wrist/forearm  but this is not the case with this sweater. it's super loose around the wrist area - i can fit both of my wrists into a sleeve.,Fine gauge
-1,"This sweater is a cute design but did not work for me. i am 5'9"" and this is way to short/cropped and looks awkward. the quality was so so  it looked stretched out in the front. it's getting returned.",Fine gauge
-1,"This is a very pretty sweater  a bit boxy and short but cute. i am 5'1"" and ordered the regular xs in black. the thing i did not like about this sweater was the gold thread through the back lace. i would have kept this if it was plain black lace. just did not like that look.",Fine gauge
-1,I've never spent this much money on a sweater but took the plunge using the retailer day discount. still painful but hopeful it would be worth it. i ordered the xl hoping to compensate for the shorter length. and it fell just below my hip bones so that part was okay. while this looks like the cashmere is on the thinner side  so the garment flows nicely  it's not. the weight of the sweater is substantial  heavier and much thicker than it looks. the color is different too. it's tan and grey  not whi,Fine gauge
-1,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming  the fabric and collar are beautiful!",Fine gauge
-1,"The color of the sweater is beautiful  but the fit was awful. it was too ""swingy"" and made me look like i gained 10lbs instantly  (i'm 5'1""  108lbs). i will be unfortunately returning this item.",Fine gauge
0,I usually wear petite which this was not so a little big for me. but nice color and good quality  but pricey for what it is. it's more like a $45 sweater not $100+,Fine gauge
0,Unfortunately this piece has a very boxy cut and the white layer is stiff and billows out - i am tall and thin but this made me look pregnant - very unflattering. i considered trying a smaller size  but i did not like the material too much either so i just returned it.,Fine gauge
0,This is a beautiful sweater that i wanted to love but i couldn't for a few reasons i thought i'd share: the color is bright orange. it is not softer like peach in the picture. it also was more clingy than a curvy woman like me can wear. i thought'd be more swingy but it was more structured. very pretty and good quality tho.,Fine gauge
0,Without seeing the 'online exclusive' notation  i went into my local retailer store to try on this sweater because sometimes i wear small and sometimes a medium. once the very helpful retailer employee looked it up and advised they don't carry it in stores  i ordered it at the check-out desk in a size medium. i was so excited with anticipation because i love stripes and i love the color gray... this sweater was right up my alley. i was very disappointed when i decided to return it. first of all  i d,Fine gauge
0,I was very excited when i saw this in a perk email and immediately went to order it. unfortunately  the stock image of this pullover is misleading. it's boxy (image makes it seem like it's form-fitting) and the weave/mesh is much thicker and open in person. as shown  you do need a cami underneath. i ordered this in a small and medium since it's an online exclusive and there were no other products by on the road to see reviews of to know how their tops fit. i wanted to love this. i didn't think i,Fine gauge
0,This is really cute but does run large  if your in between sizes size down. the fabric at the front is super bulky but with a smaller size could be ok? it is so itchy  imo uncomfotably so! i would have returned for a smaller size had it not been so uncomfortable  ugh why! i loved the sleeves  very cute bell. and the back hung nicely. they need to make this in a cotton  vocoder and no wool! loved bit couldnt bear it.,Fine gauge
0,Dang  i got a small and was still swimming in it. it's made of the fabric that increasingly seems to be the fabric of choice for all things t-shirty- soft and thin-ish  a bit translucent. i'd rather wait for something more formfitting and flattering- back it went.,Fine gauge
0,I really like the color of this and the feel  but that is where it ends. it does not come with the gorgeous flattering belt that it is pictured with  and is cut without shape so it does not fit to your body and show off any glorious womanly curves. i could purchase the belt with it  but i don't prefer to purchase products that cannot stand on their own.,Fine gauge
0,Overall nice material and styling but be prepare for it to be huge. i purposely sized down and i still felt like i was swimming in this.,Fine gauge
1,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,Fine gauge
1,Just a lovely soft and easy cover piece. the back is so different and interesting.,Fine gauge
1,Stunning sweater for cooler weather. i think it runs a little small so returned first one and ordered one size up which fits perfect.,Fine gauge
1,Just to back up what everyone else is saying  this poncho is perfect. it is indeed super soft! casual and fun. i personally thought the coloring at the bottom was even prettier than pictured. this poncho is not tight around the neck  yet not lose. it goes right over your head without messing up your hair. i love the sleeves. they can be worn above the elbow or easily pulled just down below it. a great alternative to a sweater. i ordered the petite xs/s and i'm 5'3. hits right at bum.,Fine gauge
1,This is like wearing an afghan  but i get cold really easy so for me that's a good thing. and it's super soft and not itchy. i could easily never take this off. runs a little large  but that should be fine when it gets layered. ...only thing i didn't like was the one long stitch that holds the wrap in place. i worry it will snap and the whole thing will unravel.,Fine gauge
1,I ordered the ivory in size xl. it fit a little on the small side. the knit was good quality as was the lace. unfortunately  the mock neck was stiff and uncomfortable. the sleeves were a little too long for me as well so i returned it. but  it's such a unique style and good quality.,Fine gauge
1,"I love this top. it was everything i hoped it would be. it is lined so it is not see through in the chest/back; sleeves are sheer. soft. gorgeous color. love the layers. runs large so definitely size down. i am usually a m and ordered the s. i'm 5'8"" curvy 32dd",Fine gauge
1,"This sweater is the reason i shop at retailer - unique  cute & comfy! the yellow really isn't 'one of my colors' but it's so different that i had to get it. and the cut is so flattering  that i had to go back to get the purple! it may run a tad bit generously; i'm 5'4""  124 lbs  34d and originally got the small. i wound up returning and getting the xs. that sizing was slightly more form-fitting  without being clingy.we had a hint of fall weather in colorado  so i immediately threw the yellow versi",Fine gauge
1,"The photos really doesn't do this sweater justice. when i saw it in store ii was really drawn to the colors which are a bit brighter than they appear in the photos. this will be great over jeans or slim pants. i usually wear a l or xl and i went with the l which is still roomy enough to layer but not too big. at 5'5"" it drapes nicely and covers my rear end. the arms are a bit long on me but it is a common issue for me as i have short arms. others have mentioned the arms being big but i think the",Fine gauge
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
1,Soft fabric  waistband is flat no vpl!lace trim cuts in a bit for a little vpl- but still nice lightweight  barely there but full coverage. would buy again!,Intimates
1,I really love this camisole  but it's shorter than i expected.,Intimates
1,There may be no inner lining  but it is a gorgeous bra! and so comfortable! the straps and well make and sturdy and the detailing is stunning. it is absolutely true to size. 34c fit like a glove. a winner!,Intimates
1,It is so beautiful and just as shown in the pictures! very elegant! i normally wear a small and it hung off me just a little.,Intimates
1,This bra is the one. i have been searching high and low to replace my worn out comfy bra  and this is it. if you are looking for a wireless bra with thin straps that can peek out from your shirt and not announce themselves as hello bra straps  a v-neck cut (none of that scoop cut nonsense)  and you don't care about trying to boost your cleavage  this bra has it all. so comfy too.,Intimates
1,Yes  this is a thinner bra  it's almost sheer when you hold it up to the light  but it fit perfectly (36d) and is seamless under even the thinnest tops. i love that its not padded  i feel like it just slightly enhances my natural shape without adding anything more  and i really wish i had bought multiples before they sold out! i can't speak to how it will hold up since i just got it yesterday and i'm wearing it for the first time today  but i'm keeping my fingers crossed that it will last as wel,Intimates
1,I guess this is a true to size  i am usually a 30dd and ordered 32d  fits great. the back is really pretty  so even though it is a tiny bit looser  i decided to keep it...,Intimates
1,This piece fits true to size and is very flattering on. sometimes i worry about my stomach not being perfectly flat  but this wasn't an issue at all  probably because of the intricate lace details. the fabric is substantial enough that i don't feel like it'll get a hole in it after multiple wears.,Intimates
1,"This well made chemise is figure flattering and just the right length for me (5'2""). i would wear it as a slip or a nightie. looking forward to wearing it!",Intimates
-1,I generally don't write bad reviews  but there is a real discrepancy between the quality of this kimono and the cost. the design and colors are great  but the fabric is ripping on all the kimonos on the rack in my store where the manufacturer's tag is at the back of the neck. the material is very thin  so there are other small holes beginning throughout the garment. i shop at retailer all the time  and this is not a $98 item of clothing.,Jackets
-1,"When i saw this jacket in store  i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",Jackets
-1,Does not look like the picture. lined with a cheap denim fabric inside that shows when arms are rolled up. i normally always fit in mediums and this jacket is so small in the arms as well as body that it fit like a xs.,Jackets
-1,This is the tiniest blazer i've ever purchased in a size 10. i usually wear an 8  but sized up based on other reviews and it was still too small. it's very attractive but please size true to size,Jackets
-1,I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also  it's pretty short  and bulky short isn't flattering on too many people.,Jackets
-1,I was hesitant to buy this because it is double breasted which isn't my first choice. that was the least of the problems with this jacket. i love sparkle  and i love beautiful detail  none of the elements by themselves was a problem. the sum of the parts didn't work  though. the end result was an unflattering  confusing mess. the silhouette plus the frayed edges  plus the sequins plus the vent in back plus the huge buttons plus the double breast  plus the zipper were just too many things to go t,Jackets
-1,I wanted this jacket to fit on me like in the photo  but i guess my frame was still to petite. the fabric was also on the cheap end,Jackets
-1,This is a beautiful kimono but just isn't made well. the one i received already had a couple small holes and a pull in the thread that was very noticeable. after reading the additional reviewer who wore it an hour and it was already pilling  it is going back for good. such a shame!,Jackets
-1,This is so close to perfect  but there's a seam down the middle of the back and they didn't bother to match the polka dots. you can see the mismatch in the second photo. i was about to buy the jacket  and totally in love  when i turned and saw the error. i hoped it was one bad match  but nope  on every one. couldn't unsee  didn't buy. very disappointed.,Jackets
0,This design looks really sharp on the image  but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft  with a gray jersey lining  it felt more like a padded jacket than a constructed blazer.      i also thought the cut was small if you have a bust larger than a b  i felt like i was busting out of a size 8  and i am a 34d.,Jackets
0,At first i was interested. i liked the color  the soft tencel fabric  the cut in the back. it was all good. they didn't have my size in the store so i had to order it. when it arrived in the mail it was folded up and wrinkled. i tried it on and it looked like a lifeless unstructured blazer. i sent it back.   all in all  it is cute and fun for warm weather. it is definitely a casual blazer. i'd probably wait for a sale on this one.  it does run tts.,Jackets
0,The fabric is beautiful  even the lining is lovely. i ordered the green color in a large  as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure  even though it's a lapel  and the side vents just pop out - the jacket added about 10lbs  and just looked frumpy. it looks much more tailored on the model. too bad  as i have been looking for a velvet blazer in the color for a long time.,Jackets
