step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
552,CASH_IN,38562.49,C1209169374,3353810.29,3392372.78,C33989698,251499.1,212936.61
552,CASH_IN,70383.87,C2035470789,3392372.78,3462756.65,C173576634,2311724.03,2241340.16
552,CASH_IN,354372.77,C645759823,3462756.65,3817129.42,C574849334,3032494.23,2678121.46
552,CASH_IN,168552.52,C85636807,3817129.42,3985681.94,C854261275,1041599.17,873046.65
552,CASH_IN,256007.53,C1585291071,3985681.94,4241689.47,C1072822339,4139378.73,3883371.2
552,CASH_IN,119508.76,C835629516,4241689.47,4361198.23,C47774670,763039.31,643530.55
552,CASH_IN,408410.61,C2078485313,4361198.23,4769608.84,C1066067821,414512.82,6102.22
552,CASH_IN,265890.37,C723453556,4769608.84,5035499.21,C267644372,1849771.88,1583881.51
552,CASH_IN,142373.93,C422174799,5035499.21,5177873.14,C645262440,358549.38,216175.45
552,CASH_IN,212688.62,C1563255415,5177873.14,5390561.76,C1008751332,2845382.26,2632693.64
552,CASH_IN,31051.95,C1073144752,5390561.76,5421613.71,C256076977,1211708.7,1180656.75
552,CASH_IN,253433.37,C1812561564,5421613.71,5675047.08,C685263725,388635.27,135201.9
552,CASH_IN,354786.18,C989118666,5675047.08,6029833.26,C1556364823,841602.75,486816.58
552,CASH_IN,126344.54,C209466169,6029833.26,6156177.8,C810416916,4849360.38,4723015.83
552,CASH_IN,80563.03,C77576805,6156177.8,6236740.83,C956690812,574413.03,493850.0
552,CASH_IN,390236.32,C591780340,6236740.83,6626977.15,C814661637,3086802.96,2696566.64
552,CASH_IN,97585.53,C1068220358,6626977.15,6724562.68,C1370142017,1655696.7,1558111.17
552,CASH_IN,32194.97,C1386456817,6724562.68,6756757.65,C724686521,1225416.36,1193221.39
552,CASH_IN,114531.18,C722887250,6756757.65,6871288.83,C935744535,1704329.96,1589798.78
552,CASH_IN,23565.97,C647075005,6871288.83,6894854.8,C946908665,466938.68,443372.7
552,CASH_IN,240081.03,C1151748646,6894854.8,7134935.84,C1695795020,1259571.41,1019490.38
552,CASH_IN,82727.08,C201193581,7134935.84,7217662.92,C1328998421,710878.42,628151.33
552,CASH_IN,145562.41,C325132210,7217662.92,7363225.33,C1989811304,201440.66,55878.25
552,CASH_IN,105569.28,C973034783,7363225.33,7468794.61,C934124191,2145232.95,2039663.67
552,CASH_IN,279339.42,C1333710716,7468794.61,7748134.03,C1439897233,2504589.8,2225250.37
552,CASH_IN,76795.25,C723810414,7748134.03,7824929.29,C1381539779,930470.01,853674.76
552,CASH_IN,95991.1,C816021047,7824929.29,7920920.39,C1517089349,5025941.68,4929950.58
552,CASH_IN,275721.5,C1941410449,7920920.39,8196641.89,C1402927335,636823.02,361101.52
552,CASH_IN,96128.56,C1250666164,8196641.89,8292770.46,C1551439300,951643.56,855515.0
552,CASH_IN,162585.97,C1122259075,8292770.46,8455356.43,C851501320,560097.79,397511.82
552,CASH_IN,152170.89,C1763560494,8455356.43,8607527.31,C1163793287,3901201.92,3749031.03
552,CASH_IN,112028.69,C644999302,8607527.31,8719556.01,C1674918645,2043008.53,1930979.84
552,CASH_IN,163130.84,C827868410,8719556.01,8882686.85,C2056200620,1482520.87,1319390.03
552,CASH_IN,26530.54,C1364748826,8882686.85,8909217.39,C1217683298,125712.09,99181.55
552,CASH_IN,192244.14,C1445175459,8909217.39,9101461.53,C2024510428,231205.83,38961.69
552,CASH_IN,255542.1,C2134853433,9101461.53,9357003.63,C600409995,4.042552614E7,4.016998404E7
552,CASH_IN,158260.89,C213099440,9357003.63,9515264.52,C173442854,1407597.85,1249336.96
552,CASH_IN,284039.28,C506003590,9515264.52,9799303.8,C897385553,5241138.84,4957099.56
552,CASH_IN,84530.95,C1430560088,9799303.8,9883834.75,C224660371,691763.4,607232.45
552,CASH_IN,238023.9,C1355226694,9883834.75,1.012185865E7,C658423405,3191992.47,2953968.57
552,CASH_IN,77199.71,C1098418637,1.012185865E7,1.019905836E7,C2088173907,498214.59,421014.88
552,CASH_IN,90203.87,C386108500,1.019905836E7,1.028926222E7,C1087482237,3704896.13,3614692.26
552,CASH_IN,158208.23,C1725722033,1.028926222E7,1.044747045E7,C418033348,2498917.84,2340709.61
552,CASH_IN,355928.18,C234973698,1.044747045E7,1.080339863E7,C1870001759,2395127.05,2039198.87
552,CASH_IN,286334.83,C187874542,1.080339863E7,1.108973346E7,C3362215,3622176.5,3335841.67
552,CASH_IN,309278.0,C14217456,1.108973346E7,1.139901146E7,C1184847036,2411832.25,2102554.25
552,CASH_IN,110324.39,C91010239,1.139901146E7,1.150933585E7,C1991997110,1400998.33,1290673.94
552,CASH_IN,108718.27,C3706730,1.150933585E7,1.161805412E7,C2034641207,1464104.26,1355385.99
552,CASH_IN,52644.59,C510887503,1.161805412E7,1.167069871E7,C1482850216,57250.07,4605.48
552,CASH_IN,274205.73,C1500228097,1.167069871E7,1.194490444E7,C1152924535,864106.74,589901.0
552,CASH_IN,386047.77,C960636127,1.194490444E7,1.233095221E7,C1179657891,1089037.86,702990.09
552,CASH_IN,73312.36,C2101718850,1.233095221E7,1.240426457E7,C1918685273,5144397.11,5071084.75
552,CASH_IN,234789.06,C2139492187,1.240426457E7,1.263905363E7,C1307954267,3947387.89,3712598.83
552,CASH_IN,1751.05,C2075760904,1.263905363E7,1.264080467E7,C1148566356,581699.68,579948.63
552,CASH_IN,55668.1,C1400188540,1.264080467E7,1.269647277E7,C1061603513,1654422.11,1598754.01
552,CASH_IN,16553.39,C60470511,1.269647277E7,1.271302616E7,C627363214,4143578.78,4127025.39
552,CASH_IN,60022.51,C1277796112,1.271302616E7,1.277304867E7,C910140691,608514.9,548492.39
552,CASH_IN,123820.11,C2079276612,1.277304867E7,1.289686878E7,C1682424618,417086.32,293266.21
552,CASH_IN,243720.07,C26470795,1.289686878E7,1.314058885E7,C336435963,1026836.09,783116.02
552,CASH_IN,118143.1,C1467484314,1.314058885E7,1.325873195E7,C93481571,193347.34,75204.24
552,PAYMENT,8490.99,C1470745722,281.0,0.0,M1429652949,0.0,0.0
552,TRANSFER,901217.58,C1274523977,0.0,0.0,C978079979,1274551.4,2175768.98
552,PAYMENT,15778.68,C1549552757,108.0,0.0,M1167036824,0.0,0.0
552,PAYMENT,10230.21,C653585553,0.0,0.0,M1358916863,0.0,0.0
552,CASH_IN,231040.43,C1853799793,40044.0,271084.43,C569292534,8047.56,0.0
552,PAYMENT,6258.49,C1464136311,53176.0,46917.51,M1448418410,0.0,0.0
552,PAYMENT,3420.53,C2103843531,616351.0,612930.47,M1726522659,0.0,0.0
552,PAYMENT,8166.89,C382674115,612930.47,604763.59,M1753734204,0.0,0.0
552,PAYMENT,1621.77,C637154213,604763.59,603141.81,M110644100,0.0,0.0
552,PAYMENT,2676.09,C1763610280,42193.0,39516.91,M1068419467,0.0,0.0
552,PAYMENT,8643.67,C1262334656,249327.0,240683.33,M264045640,0.0,0.0
552,PAYMENT,11076.86,C315338969,305725.0,294648.14,M1533071770,0.0,0.0
552,CASH_OUT,33294.82,C2112738180,294648.14,261353.32,C101264220,696274.07,729568.89
552,PAYMENT,9120.66,C437589813,8108.0,0.0,M1435972054,0.0,0.0
552,CASH_OUT,140490.39,C145151743,0.0,0.0,C567199952,467033.52,607523.92
552,CASH_OUT,113420.33,C457459100,0.0,0.0,C1949645371,4078247.45,4191667.78
552,CASH_OUT,174733.62,C702174590,0.0,0.0,C461409436,442802.95,617536.57
552,CASH_OUT,187049.44,C1160759314,0.0,0.0,C991132191,689824.33,876873.77
552,CASH_OUT,258598.64,C2072047462,0.0,0.0,C1367884263,1740608.02,1999206.66
552,CASH_OUT,44571.84,C1121004847,0.0,0.0,C622396198,95286.84,139858.68
552,CASH_OUT,471287.03,C962326958,0.0,0.0,C1111733834,535944.26,1007231.28
552,CASH_OUT,108345.16,C42979791,0.0,0.0,C74157098,373051.39,481396.54
552,CASH_OUT,298350.72,C2114516263,0.0,0.0,C123952847,2203492.95,2501843.67
552,CASH_OUT,37051.81,C897259420,0.0,0.0,C244227374,459609.3,496661.11
552,CASH_OUT,179345.56,C1405834780,0.0,0.0,C45894969,4445193.3,4624538.86
552,CASH_OUT,106106.05,C800515075,0.0,0.0,C1491010335,1145249.25,1251355.3
552,CASH_OUT,150478.07,C372153631,0.0,0.0,C484902367,4992870.04,5143348.11
552,CASH_OUT,80417.05,C2072297393,0.0,0.0,C675168344,545294.63,625711.68
552,CASH_OUT,125104.8,C1920363883,0.0,0.0,C1558217753,1375468.71,1500573.51
552,CASH_OUT,252190.25,C1794640346,0.0,0.0,C800602162,7737160.18,7989350.44
552,CASH_OUT,276085.6,C148678655,0.0,0.0,C1777633307,1918358.78,2194444.38
552,CASH_OUT,92316.06,C1450965090,0.0,0.0,C559908801,1709738.17,1802054.23
552,CASH_OUT,10439.08,C396876531,0.0,0.0,C61951205,2792605.11,2803044.19
552,CASH_OUT,39379.94,C1035708164,0.0,0.0,C871787171,2040832.58,2080212.52
552,CASH_OUT,56104.87,C1345657875,0.0,0.0,C165273535,1104905.0,1161009.87
552,CASH_OUT,225910.74,C1493452447,0.0,0.0,C1189065568,590570.68,816481.42
552,CASH_OUT,41165.03,C1893560078,0.0,0.0,C696137882,503594.22,544759.25
552,CASH_OUT,253218.96,C280913302,0.0,0.0,C1158781591,2779434.82,3032653.78
552,CASH_OUT,114419.46,C1754474006,0.0,0.0,C1203416305,464070.53,578489.99
552,CASH_OUT,71893.84,C324576549,0.0,0.0,C697940139,429078.61,500972.45
552,CASH_OUT,192739.91,C140905823,0.0,0.0,C1684633018,4286256.99,4478996.89
552,CASH_OUT,162886.98,C1805077264,0.0,0.0,C601169244,1603287.73,1766174.71
552,CASH_OUT,188861.66,C449147874,0.0,0.0,C1384521243,1648807.85,1837669.52
552,CASH_OUT,84441.19,C1289919506,0.0,0.0,C1590944802,4978241.63,5062682.81
552,CASH_OUT,3650.79,C1960213540,0.0,0.0,C193355316,888649.64,892300.42
552,PAYMENT,2021.97,C633890405,114.0,0.0,M337861469,0.0,0.0
552,PAYMENT,2783.41,C1291405255,505213.0,502429.59,M193537312,0.0,0.0
552,PAYMENT,11290.87,C1830064506,203.0,0.0,M1667487286,0.0,0.0
552,PAYMENT,13298.0,C1696756450,188611.0,175313.0,M666958659,0.0,0.0
552,PAYMENT,3385.54,C1855332736,175313.0,171927.46,M330926082,0.0,0.0
552,PAYMENT,879.66,C1702518261,5236.0,4356.34,M1161865466,0.0,0.0
552,CASH_OUT,97748.99,C444931059,4356.34,0.0,C456539134,567543.36,665292.35
552,TRANSFER,222609.91,C1168341305,61699.0,0.0,C739581894,0.0,222609.91
552,PAYMENT,4929.26,C1921057165,6192.0,1262.74,M851865695,0.0,0.0
552,CASH_OUT,104194.82,C11448183,19823.0,0.0,C237905948,122759.93,226954.75
552,PAYMENT,255.44,C1578792170,22332.0,22076.56,M619547597,0.0,0.0
552,PAYMENT,3368.18,C631788423,21261.0,17892.82,M1342735698,0.0,0.0
552,DEBIT,929.97,C1572341405,5047.0,4117.03,C910183407,106162.92,107092.89
552,CASH_OUT,116357.59,C365120772,4117.03,0.0,C2043136366,660468.53,776826.12
552,PAYMENT,7247.22,C1913655376,29108.0,21860.78,M1722169685,0.0,0.0
552,PAYMENT,15857.71,C2067224562,21860.78,6003.08,M1955831549,0.0,0.0
552,PAYMENT,6632.58,C108237487,100553.0,93920.42,M1363701669,0.0,0.0
552,PAYMENT,20959.54,C268511929,81480.0,60520.46,M2022517298,0.0,0.0
552,PAYMENT,8439.63,C1659971942,172.0,0.0,M1893091290,0.0,0.0
552,PAYMENT,3687.26,C1763438491,686.0,0.0,M2027324464,0.0,0.0
552,PAYMENT,8329.55,C319236181,250.0,0.0,M1370314104,0.0,0.0
552,PAYMENT,11465.98,C1736183777,25813.0,14347.02,M726130746,0.0,0.0
552,PAYMENT,8161.42,C19406983,453478.0,445316.58,M974500687,0.0,0.0
552,PAYMENT,10197.99,C1024569579,445316.58,435118.59,M692306243,0.0,0.0
552,PAYMENT,25974.02,C1764749556,435118.59,409144.57,M2117581141,0.0,0.0
552,PAYMENT,7291.36,C1309792400,13465.0,6173.64,M2037334472,0.0,0.0
552,CASH_IN,453922.01,C1876014657,8138.0,462060.01,C1990934694,33054.56,0.0
552,PAYMENT,1586.99,C745494527,462060.01,460473.02,M1819991994,0.0,0.0
552,PAYMENT,17847.45,C1863885564,460473.02,442625.56,M228156128,0.0,0.0
552,PAYMENT,18864.3,C1528765443,442625.56,423761.27,M1638047701,0.0,0.0
552,PAYMENT,2809.64,C1267195487,423761.27,420951.63,M231685037,0.0,0.0
552,PAYMENT,6353.81,C781439251,420951.63,414597.82,M1538965283,0.0,0.0
552,PAYMENT,69412.2,C784000813,414597.82,345185.62,M1516020484,0.0,0.0
552,PAYMENT,9295.62,C1794632213,345185.62,335890.0,M1681523663,0.0,0.0
552,PAYMENT,15928.57,C490738666,335890.0,319961.43,M574347205,0.0,0.0
552,PAYMENT,5903.56,C2001286869,319961.43,314057.86,M1129936776,0.0,0.0
552,PAYMENT,1198.48,C1587278666,314057.86,312859.38,M585274019,0.0,0.0
552,PAYMENT,15949.52,C480507828,312859.38,296909.86,M340670111,0.0,0.0
552,PAYMENT,10747.04,C357467903,296909.86,286162.83,M588212607,0.0,0.0
552,PAYMENT,503.51,C546452733,3041.0,2537.49,M1166869694,0.0,0.0
552,TRANSFER,1264415.93,C605363086,2537.49,0.0,C1692026498,3700192.76,4964608.69
552,PAYMENT,10237.81,C2089405154,9118.0,0.0,M1292713042,0.0,0.0
552,PAYMENT,4628.39,C1611164089,0.0,0.0,M1817040733,0.0,0.0
552,PAYMENT,15036.87,C1579278060,54548.0,39511.13,M2062190294,0.0,0.0
552,CASH_OUT,62322.55,C1493990803,39511.13,0.0,C820422676,1.124360987E7,1.130593243E7
552,PAYMENT,6829.66,C1543093968,967.0,0.0,M201317885,0.0,0.0
552,PAYMENT,5401.73,C630007394,22720.0,17318.27,M525805477,0.0,0.0
552,PAYMENT,1175.79,C164500897,17318.27,16142.48,M2091589968,0.0,0.0
552,PAYMENT,128.17,C811185809,42941.0,42812.83,M378914096,0.0,0.0
552,PAYMENT,1784.95,C1863301470,42812.83,41027.88,M1242276942,0.0,0.0
552,PAYMENT,4263.57,C932937376,59678.0,55414.43,M262111526,0.0,0.0
552,TRANSFER,1100851.95,C499653826,55414.43,0.0,C237536334,1102422.88,2203274.83
552,PAYMENT,16888.4,C183952097,719.0,0.0,M1718940513,0.0,0.0
552,TRANSFER,229517.3,C361875512,188354.0,0.0,C1240806919,0.0,229517.3
552,PAYMENT,1767.82,C1222834244,14954.0,13186.18,M1975446099,0.0,0.0
552,CASH_IN,10244.8,C873525374,267149.0,277393.8,C618227526,87498.92,77254.12
552,PAYMENT,2055.87,C802893516,71470.0,69414.13,M1881461675,0.0,0.0
552,PAYMENT,443.11,C1917473678,42382.0,41938.89,M1097518777,0.0,0.0
552,PAYMENT,12574.22,C925971734,1420.0,0.0,M1633550800,0.0,0.0
552,PAYMENT,11486.76,C1101588566,48647.0,37160.24,M1444997596,0.0,0.0
552,PAYMENT,2229.66,C1745354635,74642.0,72412.34,M2034643930,0.0,0.0
552,PAYMENT,6159.15,C2133499644,1078.0,0.0,M773191372,0.0,0.0
552,PAYMENT,4736.32,C2033823522,0.0,0.0,M824806204,0.0,0.0
552,PAYMENT,3197.67,C450834075,410698.0,407500.33,M469571738,0.0,0.0
552,PAYMENT,731.65,C797570168,7485.0,6753.35,M1384446686,0.0,0.0
552,PAYMENT,1632.24,C835501539,104047.0,102414.76,M1116097160,0.0,0.0
552,CASH_OUT,128931.58,C575429780,102414.76,0.0,C2090308952,625698.45,754630.03
552,PAYMENT,2367.24,C1475022857,104753.0,102385.76,M60595378,0.0,0.0
552,CASH_IN,303722.54,C1933460547,102385.76,406108.3,C811825988,3471044.09,3167321.55
552,CASH_IN,347553.08,C861281868,406108.3,753661.38,C1354027873,2214393.66,1866840.58
552,CASH_IN,208643.47,C1009924983,753661.38,962304.86,C1952179654,512085.53,303442.06
552,CASH_IN,140025.99,C1538021711,962304.86,1102330.85,C522779990,412802.95,272776.96
552,CASH_IN,301446.53,C1513165349,1102330.85,1403777.38,C1715195393,400276.38,98829.86
552,CASH_IN,96852.86,C1503056721,1403777.38,1500630.24,C300726775,528362.72,431509.86
552,CASH_IN,214431.63,C1951572631,1500630.24,1715061.86,C1618537729,6640549.5,6426117.87
552,CASH_IN,37530.32,C1292761971,1715061.86,1752592.18,C1718389361,3682459.91,3644929.59
552,CASH_IN,571.39,C536836301,1752592.18,1753163.57,C1891798595,1669723.93,1669152.54
552,CASH_IN,85854.74,C1889287224,1753163.57,1839018.31,C1678509173,131426.02,45571.28
552,CASH_IN,280544.9,C297500326,1839018.31,2119563.21,C729940164,434363.86,153818.95
552,CASH_IN,175634.25,C869259649,2119563.21,2295197.46,C1727248731,5487043.5,5311409.25
552,CASH_IN,2305.0,C1469249061,2295197.46,2297502.46,C575691111,12228.55,9923.55
552,CASH_IN,161634.29,C1191083283,2297502.46,2459136.75,C368358915,728310.68,566676.39
552,CASH_IN,176583.96,C217740580,2459136.75,2635720.71,C1363736600,542850.2,366266.25
552,CASH_IN,41117.32,C1102358251,2635720.71,2676838.03,C155081843,125115.96,83998.64
552,CASH_IN,3161.24,C22500134,2676838.03,2679999.27,C2144907049,674593.07,671431.83
552,CASH_IN,178267.94,C888451322,2679999.27,2858267.21,C113299330,491308.72,313040.77
552,CASH_IN,332340.0,C1803071509,2858267.21,3190607.21,C1459393188,630160.56,297820.56
552,CASH_IN,291052.98,C253743215,3190607.21,3481660.2,C1944742951,623256.27,332203.29
552,CASH_IN,266503.0,C887782601,3481660.2,3748163.2,C226716322,1195895.55,929392.55
552,CASH_IN,156741.44,C621308366,3748163.2,3904904.64,C476525501,698066.98,541325.54
552,CASH_IN,324339.61,C199138658,3904904.64,4229244.24,C413838368,1557337.87,1232998.26
552,CASH_IN,130870.28,C2058598622,4229244.24,4360114.52,C787432043,1223870.58,1093000.3
552,CASH_IN,25365.22,C500731765,4360114.52,4385479.75,C2084362110,136245.52,110880.3
552,CASH_IN,344001.86,C2071515929,4385479.75,4729481.61,C1599787081,440065.11,96063.25
552,CASH_IN,147926.88,C70415513,4729481.61,4877408.49,C360180580,988233.24,840306.36
552,CASH_IN,436222.48,C1671453065,4877408.49,5313630.96,C724505728,461885.81,25663.33
552,CASH_IN,162395.54,C987419055,5313630.96,5476026.5,C1443151002,1033298.24,870902.7
552,CASH_IN,122869.04,C117915126,5476026.5,5598895.54,C693331314,372248.48,249379.44
552,CASH_IN,94350.44,C277219123,5598895.54,5693245.99,C1318100574,466877.49,372527.05
552,CASH_IN,58648.45,C1904961723,5693245.99,5751894.44,C1622883812,533763.71,475115.26
552,CASH_IN,397755.19,C498108556,5751894.44,6149649.63,C1769022328,1207426.33,809671.15
552,CASH_IN,50064.09,C602340929,6149649.63,6199713.72,C1984959222,527317.2,477253.11
552,CASH_IN,87137.05,C66706065,6199713.72,6286850.77,C560789382,5652602.19,5565465.14
552,CASH_IN,68235.69,C698201317,6286850.77,6355086.46,C783685177,952334.48,884098.79
552,CASH_IN,255898.89,C812690866,6355086.46,6610985.34,C640649675,296415.09,40516.2
552,CASH_IN,310204.44,C611338507,6610985.34,6921189.79,C953119870,2334294.1,2024089.66
552,CASH_IN,179742.32,C1762669126,6921189.79,7100932.11,C1135670002,1289049.09,1109306.77
552,CASH_IN,284896.67,C770611485,7100932.11,7385828.77,C390320100,321067.25,36170.59
552,CASH_IN,138635.63,C407284783,7385828.77,7524464.4,C1957142530,450702.0,312066.37
552,CASH_IN,67277.03,C1054377533,7524464.4,7591741.43,C801423490,191676.27,124399.25
552,CASH_IN,132281.28,C1454510498,7591741.43,7724022.71,C1943904088,2899426.26,2767144.97
552,CASH_IN,48823.15,C256723992,7724022.71,7772845.85,C131725620,715679.42,666856.27
552,CASH_IN,14374.88,C575122954,7772845.85,7787220.74,C1991849644,198958.75,184583.87
552,CASH_IN,82941.31,C1490304273,7787220.74,7870162.05,C1211499232,6110980.04,6028038.73
552,CASH_IN,201042.74,C506271912,7870162.05,8071204.79,C751683391,4252367.77,4051325.03
552,CASH_IN,40214.35,C2078653177,8071204.79,8111419.14,C1326554143,1962357.24,1922142.89
552,CASH_IN,211765.31,C1682795633,8111419.14,8323184.45,C2141319563,292739.78,80974.46
552,CASH_IN,391133.15,C487123292,8323184.45,8714317.6,C1896018490,526673.01,135539.86
552,CASH_IN,149380.4,C1805015565,8714317.6,8863698.0,C1101698911,207102.14,57721.74
552,CASH_IN,116748.82,C1030887412,8863698.0,8980446.82,C1313496787,603922.4,487173.58
552,CASH_IN,200414.45,C844352207,8980446.82,9180861.28,C1644824000,415311.7,214897.25
552,PAYMENT,7201.21,C1749784528,29894.0,22692.79,M836042470,0.0,0.0
552,PAYMENT,5242.83,C473203359,16529.0,11286.17,M807220836,0.0,0.0
552,PAYMENT,8717.86,C73192096,11286.17,2568.31,M317271811,0.0,0.0
552,TRANSFER,171840.75,C712079291,50381.0,0.0,C2138377733,828857.07,1000697.82
552,PAYMENT,14550.83,C1929828999,0.0,0.0,M296603541,0.0,0.0
552,CASH_OUT,279113.76,C1248291732,25406.0,0.0,C573802611,6362553.46,6641667.22
552,DEBIT,408.22,C1804206540,404180.0,403771.78,C1580473302,260349.35,260757.57
552,PAYMENT,252.57,C773668056,83583.0,83330.43,M1370722281,0.0,0.0
552,PAYMENT,13140.18,C553219456,308284.0,295143.82,M457610290,0.0,0.0
552,PAYMENT,16406.66,C1551536254,295143.82,278737.17,M293306591,0.0,0.0
552,PAYMENT,3275.68,C2059772421,278737.17,275461.48,M1426939499,0.0,0.0
552,PAYMENT,3457.33,C1576852948,275461.48,272004.15,M273466316,0.0,0.0
552,PAYMENT,27064.98,C1196334666,272004.15,244939.16,M2014281422,0.0,0.0
552,PAYMENT,9074.52,C1126571622,244939.16,235864.64,M889382765,0.0,0.0
552,PAYMENT,37999.16,C101552969,235864.64,197865.49,M100103240,0.0,0.0
552,PAYMENT,16295.82,C1985060798,11096.0,0.0,M1414150038,0.0,0.0
552,PAYMENT,15720.33,C1043816845,1120.0,0.0,M6031159,0.0,0.0
552,PAYMENT,8979.69,C2055914733,0.0,0.0,M2147072685,0.0,0.0
552,PAYMENT,12667.16,C2051512278,55645.0,42977.84,M448938518,0.0,0.0
552,PAYMENT,9202.72,C910381071,42977.84,33775.12,M73251000,0.0,0.0
552,PAYMENT,5317.6,C1122137794,33775.12,28457.52,M1253592698,0.0,0.0
552,PAYMENT,7566.73,C1725410314,21412.0,13845.27,M254169104,0.0,0.0
552,PAYMENT,8651.73,C1587770192,62392.0,53740.27,M1457532256,0.0,0.0
552,PAYMENT,8448.95,C218922058,696.0,0.0,M806820651,0.0,0.0
552,PAYMENT,19892.01,C1970001802,12043.0,0.0,M574062442,0.0,0.0
552,CASH_IN,102143.14,C1278716234,72975.0,175118.14,C2004105379,217796.13,115652.98
552,CASH_OUT,251682.43,C1148267940,175118.14,0.0,C379023261,2990087.63,3241770.07
552,CASH_OUT,304106.42,C1871537447,0.0,0.0,C684172775,1170592.9,1474699.32
552,CASH_OUT,303785.81,C1985518483,0.0,0.0,C259568191,563433.57,867219.38
552,CASH_OUT,376747.34,C131334635,0.0,0.0,C1051458708,853436.7,1230184.03
552,CASH_OUT,143830.53,C1250234552,0.0,0.0,C959132174,552804.25,696634.78
552,CASH_OUT,100063.79,C1319493778,0.0,0.0,C1855415754,501908.64,601972.42
552,PAYMENT,4782.79,C2081652438,21075.0,16292.21,M1534059494,0.0,0.0
552,PAYMENT,9119.15,C957167843,21152.0,12032.85,M1481502240,0.0,0.0
552,PAYMENT,4208.56,C1070587441,15508.0,11299.44,M463170301,0.0,0.0
552,CASH_OUT,413106.84,C1258394445,11299.44,0.0,C598577514,1.04607408E7,1.087384763E7
552,PAYMENT,9288.02,C2089441507,160740.0,151451.98,M1031094037,0.0,0.0
552,PAYMENT,2164.77,C2113496772,8986.0,6821.23,M983898573,0.0,0.0
552,PAYMENT,2805.07,C348525370,52811.0,50005.93,M6228768,0.0,0.0
552,PAYMENT,3822.96,C916882089,503793.0,499970.04,M618634945,0.0,0.0
552,CASH_OUT,104360.89,C10749603,499970.04,395609.15,C1955031848,156735.85,261096.74
552,CASH_OUT,146974.15,C2019167132,395609.15,248635.01,C1246219893,933912.1,1080886.25
552,PAYMENT,6766.63,C2062249460,15.0,0.0,M572182014,0.0,0.0
552,TRANSFER,89734.85,C44779008,3035.0,0.0,C1839447729,0.0,89734.85
552,PAYMENT,276.43,C713403170,66736.0,66459.57,M195094347,0.0,0.0
552,PAYMENT,1225.38,C2132918012,66459.57,65234.19,M669150302,0.0,0.0
552,PAYMENT,13560.16,C540610363,913.0,0.0,M741289672,0.0,0.0
552,PAYMENT,6783.65,C1586213871,123349.0,116565.35,M1782559996,0.0,0.0
552,DEBIT,665.14,C43466327,61884.0,61218.86,C407804946,401729.95,402395.09
